query,truth,response
Query: Select all options that are southwest of Zipcode 47456? You may choose one or more options. Options: a. Zipcode 46151 b. Zipcode 46166 c. Zipcode 46125 d. Zipcode 47460 e. None of the above,e,e
Query: Select all options that are southeast of The State of Texas? You may choose one or more options. Options: a. Zipcode 76875 b. Zipcode 79342 c. Zipcode 78368 d. Zipcode 76431 e. None of the above,e,e
Query: Select all options that are east of The State of Alabama? You may choose one or more options. Options: a. Zipcode 35043 b. Zipcode 32409 c. Zipcode 32444 d. Zipcode 35739 e. None of the above,e,e
Query: Select all options that are southwest of Zipcode 24714? You may choose one or more options. Options: a. Zipcode 24733 b. Zipcode 24740 c. Zipcode 24726 d. Zipcode 24747 e. None of the above,e,e
Query: Select all options that are inside of Benton County Oregon? You may choose one or more options. Options: a. Zipcode 97377 b. Zipcode 97392 c. The State of Oregon d. Zipcode 97390 e. None of the above,c,"a,b,d"
Query: Select all options that are northeast of Zipcode 49715? You may choose one or more options. Options: a. Zipcode 49783 b. Zipcode 49724 c. Zipcode 49752 d. Zipcode 49788 e. None of the above,e,"a,e"
Query: Select all options that are south of Ballard County Kentucky? You may choose one or more options. Options: a. Zipcode 62960 b. Zipcode 62956 c. Zipcode 42021 d. Zipcode 62976 e. None of the above,b,e
Query: Select all options that are adjacent to and northeast of Zipcode 45217? You may choose one or more options. Options: a. Zipcode 45229 b. Zipcode 45216 c. Zipcode 45237 d. Zipcode 45207 e. None of the above,e,"a,c"
Query: Select all options that are adjacent to and southwest of Bartow County Georgia? You may choose one or more options. Options: a. The State of Georgia b. Zipcode 30139 c. Zipcode 30114 d. Zipcode 30102 e. None of the above,e,"b,c"
Query: Select all options that are adjacent to and east of Zipcode 34201? You may choose one or more options. Options: a. Zipcode 34240 b. Zipcode 34234 c. Zipcode 34203 d. Zipcode 34211 e. None of the above,e,"d,e"
Query: Select all options that are south of Zipcode 68448? You may choose one or more options. Options: a. Zipcode 68329 b. Zipcode 68320 c. Zipcode 68446 d. Zipcode 68410 e. None of the above,e,e
Query: Select all options that are northeast of Zipcode 30182? You may choose one or more options. Options: a. Zipcode 30108 b. Zipcode 30110 c. Zipcode 30176 d. Zipcode 30117 e. None of the above,e,e
Query: Select all options that are adjacent to and northwest of Zipcode 91770? You may choose one or more options. Options: a. Zipcode 91731 b. Zipcode 90640 c. Zipcode 91801 d. Zipcode 91006 e. None of the above,e,e
Query: Select all options that are adjacent to and east of The State of Maryland? You may choose one or more options. Options: a. Zipcode 22935 b. Zipcode 22043 c. Zipcode 19946 d. Zipcode 20743 e. None of the above,e,"d,e"
Query: Select all options that are adjacent to and west of Zipcode 88130? You may choose one or more options. Options: a. Zipcode 79371 b. Zipcode 79325 c. Zipcode 88124 d. Zipcode 88118 e. None of the above,a,"c,e"
Query: Select all options that are adjacent to and west of Osage County Oklahoma? You may choose one or more options. Options: a. Zipcode 74060 b. Zipcode 74601 c. Zipcode 74117 d. Zipcode 73077 e. None of the above,e,e
Query: Select all options that are adjacent to and north of Calvert County Maryland? You may choose one or more options. Options: a. Zipcode 20733 b. Queen Anne's County Maryl c. Zipcode 20634 d. Zipcode 20626 e. None of the above,e,"b,e"
Query: Select all options that are adjacent to and northeast of LaSalle Parish Louisiana? You may choose one or more options. Options: a. Zipcode 71407 b. Zipcode 71371 c. Caldwell Parish Louisiana d. Zipcode 71483 e. None of the above,e,e
Query: Select all options that are adjacent to and northwest of Zipcode 84526? You may choose one or more options. Options: a. Zipcode 84501 b. Zipcode 84539 c. Zipcode 84660 d. Zipcode 84027 e. None of the above,a,e
Query: Select all options that are west of Zipcode 45347? You may choose one or more options. Options: a. Zipcode 45346 b. Zipcode 45321 c. Zipcode 45382 d. Zipcode 45320 e. None of the above,c,e
Query: Select all options that are adjacent to and northwest of Zipcode 63131? You may choose one or more options. Options: a. Zipcode 63017 b. Zipcode 63141 c. Zipcode 63119 d. Zipcode 63124 e. None of the above,e,e
Query: Select all options that are adjacent to and northeast of Zipcode 55424? You may choose one or more options. Options: a. Zipcode 55426 b. Zipcode 55410 c. Zipcode 55343 d. Zipcode 55435 e. None of the above,e,"a,e"
Query: Select all options that are adjacent to and southwest of Zipcode 58490? You may choose one or more options. Options: a. Zipcode 58033 b. Zipcode 58458 c. Zipcode 58069 d. Zipcode 58040 e. None of the above,a,e
Query: Select all options that intersect with Richland County North Dakota? You may choose one or more options. Options: a. Sargent County North Dakota b. Zipcode 58061 c. Zipcode 58060 d. Zipcode 58047 e. None of the above,d,e
Query: Select all options that are adjacent to and southeast of Zipcode 45789? You may choose one or more options. Options: a. Zipcode 45788 b. Zipcode 45767 c. Zipcode 45734 d. Zipcode 45750 e. None of the above,e,"a,e"
Query: Select all options that are south of Zipcode 62521? You may choose one or more options. Options: a. Zipcode 62513 b. Zipcode 62537 c. Zipcode 61818 d. Zipcode 62535 e. None of the above,d,e
Query: Select all options that are inside of Tallapoosa County Alabama? You may choose one or more options. Options: a. Zipcode 36879 b. Zipcode 36861 c. Zipcode 36026 d. The State of Alabama e. None of the above,d,"a,b,c,d"
Query: Select all options that intersect with Stearns County Minnesota? You may choose one or more options. Options: a. Zipcode 55362 b. Zipcode 56384 c. Zipcode 56389 d. Zipcode 56378 e. None of the above,d,"a,b,c,d"
Query: Select all options that are adjacent to and northwest of Zipcode 89019? You may choose one or more options. Options: a. Zipcode 92364 b. Zipcode 92309 c. Zipcode 92384 d. Zipcode 89124 e. None of the above,a,e
Query: Select all options that are adjacent to and southeast of The State of Alabama? You may choose one or more options. Options: a. Zipcode 36376 b. Zipcode 38372 c. Zipcode 38326 d. Zipcode 38847 e. None of the above,"b,c,d",e
Query: Select all options that are adjacent to and east of The State of Wisconsin? You may choose one or more options. Options: a. Zipcode 55910 b. Zipcode 55032 c. Zipcode 55001 d. Zipcode 55043 e. None of the above,"a,b,c,d",e
Query: Select all options that are southwest of Zipcode 74134? You may choose one or more options. Options: a. Zipcode 74012 b. Zipcode 74146 c. Zipcode 74128 d. Zipcode 74129 e. None of the above,e,e
Query: Select all options that are adjacent to and northwest of Zipcode 99006? You may choose one or more options. Options: a. Zipcode 99148 b. Zipcode 99110 c. Zipcode 99026 d. Zipcode 99156 e. None of the above,e,e
Query: Select all options that are adjacent to and southeast of Zipcode 77458? You may choose one or more options. Options: a. Zipcode 77419 b. Zipcode 77456 c. Zipcode 77414 d. Zipcode 77440 e. None of the above,e,"b,e"
Query: Select all options that are adjacent to and northwest of Zipcode 50217? You may choose one or more options. Options: a. Zipcode 50212 b. Zipcode 50538 c. Zipcode 50064 d. Zipcode 50223 e. None of the above,a,"a,e"
Query: Select all options that are adjacent to and west of Zipcode 76522? You may choose one or more options. Options: a. Zipcode 76549 b. Zipcode 76550 c. Zipcode 76528 d. Zipcode 76539 e. None of the above,e,e
Query: Select all options that intersect with The State of Texas? You may choose one or more options. Options: a. Zipcode 73430 b. Zipcode 73931 c. Zipcode 78883 d. Zipcode 79024 e. None of the above,"a,b,d",e
Query: Select all options that are southeast of Sullivan County New York? You may choose one or more options. Options: a. Zipcode 12733 b. Zipcode 18340 c. Zipcode 12779 d. Zipcode 13754 e. None of the above,d,e
Query: Select all options that are southeast of The State of Georgia? You may choose one or more options. Options: a. Zipcode 36264 b. Zipcode 29669 c. Zipcode 37347 d. Zipcode 37340 e. None of the above,"a,c,d",e
Query: Select all options that are adjacent to and northwest of Zipcode 82422? You may choose one or more options. Options: a. Zipcode 82431 b. Zipcode 82411 c. Zipcode 82426 d. Zipcode 82410 e. None of the above,d,e
Query: Select all options that are adjacent to and northeast of Mono County California? You may choose one or more options. Options: a. Zipcode 95321 b. Zipcode 93644 c. Zipcode 96107 d. Zipcode 93512 e. None of the above,e,e
Query: Select all options that are northeast of Zipcode 25111? You may choose one or more options. Options: a. Zipcode 26656 b. Zipcode 25088 c. Zipcode 25125 d. Zipcode 26651 e. None of the above,e,e
Query: Select all options that are adjacent to and south of Lane County Oregon? You may choose one or more options. Options: a. Zipcode 97488 b. Zipcode 97454 c. Zipcode 97386 d. Douglas County Oregon e. None of the above,c,"b,d,e"
Query: Select all options that are adjacent to and east of Zipcode 51570? You may choose one or more options. Options: a. Zipcode 51559 b. Zipcode 51563 c. Zipcode 51521 d. Zipcode 51553 e. None of the above,b,e
Query: Select all options that are adjacent to and northeast of Zipcode 12068? You may choose one or more options. Options: a. Zipcode 13317 b. Zipcode 13452 c. Zipcode 12177 d. Zipcode 12070 e. None of the above,a,"c,d,e"
Query: Select all options that are adjacent to and southeast of Zipcode 97603? You may choose one or more options. Options: a. Zipcode 97601 b. Zipcode 97625 c. Zipcode 97632 d. Zipcode 97634 e. None of the above,a,e
Query: Select all options that are adjacent to and southeast of Perkins County South Dakota? You may choose one or more options. Options: a. Corson County South Dakota b. Zipcode 57633 c. Ziebach County South Dakota d. Zipcode 57640 e. None of the above,e,"a,c"
Query: Select all options that are southeast of Zipcode 30306? You may choose one or more options. Options: a. Zipcode 30033 b. Zipcode 30032 c. Zipcode 30312 d. Zipcode 30305 e. None of the above,d,"c,e"
Query: Select all options that are northeast of Tolland County Connecticut? You may choose one or more options. Options: a. Zipcode 06088 b. Zipcode 06242 c. Zipcode 06264 d. Zipcode 06279 e. None of the above,e,e
Query: Select all options that are southeast of Fairfield County Connecticut? You may choose one or more options. Options: a. Zipcode 12524 b. Zipcode 06825 c. Zipcode 12522 d. Zipcode 12601 e. None of the above,"a,c,d",e
Query: Select all options that are adjacent to and northwest of Washington County Oklahoma? You may choose one or more options. Options: a. Zipcode 74002 b. Zipcode 67361 c. Rogers County Oklahoma d. Zipcode 67333 e. None of the above,c,e
Query: Select all options that are east of Zipcode 52052? You may choose one or more options. Options: a. Zipcode 52049 b. Zipcode 52044 c. Zipcode 52042 d. Zipcode 52048 e. None of the above,"b,c",e
Query: Select all options that are adjacent to and northeast of Zipcode 52134? You may choose one or more options. Options: a. Zipcode 55939 b. Zipcode 52155 c. Zipcode 52136 d. Zipcode 55951 e. None of the above,e,"c,e"
Query: Select all options that are northwest of Trumbull County Ohio? You may choose one or more options. Options: a. Zipcode 16155 b. Lawrence County Pennsylvania c. Zipcode 44502 d. Zipcode 44507 e. None of the above,"a,b,c,d",e
Query: Select all options that are east of Zipcode 85935? You may choose one or more options. Options: a. Zipcode 85901 b. Zipcode 85940 c. Zipcode 85941 d. Zipcode 85930 e. None of the above,e,e
Query: Select all options that are adjacent to and north of Hamilton County New York? You may choose one or more options. Options: a. Zipcode 12851 b. Zipcode 13670 c. Zipcode 13304 d. Zipcode 12025 e. None of the above,e,e
Query: Select all options that are northwest of The State of West Virginia? You may choose one or more options. Options: a. Zipcode 24121 b. Zipcode 45647 c. Zipcode 15622 d. Zipcode 24430 e. None of the above,"a,d",e
Query: Select all options that are adjacent to and south of Zipcode 47670? You may choose one or more options. Options: a. Zipcode 47649 b. Zipcode 62863 c. Zipcode 47648 d. Zipcode 47666 e. None of the above,d,"c,e"
Query: Select all options that are adjacent to and southwest of Zipcode 90506? You may choose one or more options. Options: a. Zipcode 90504 b. Zipcode 90248 c. Zipcode 90260 d. Zipcode 90247 e. None of the above,e,"a,e"
Query: Select all options that are southeast of The State of Missouri? You may choose one or more options. Options: a. Zipcode 62359 b. Zipcode 64050 c. Zipcode 66008 d. Zipcode 50133 e. None of the above,"c,d",e
