type,query,truth
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 25702 in relation to Zipcode 25545 in terms of geography. Options: a. contains b. adjacent to and west of c. southwest of d. adjacent to and east of e. none of the above,b
checkbox,Query: Select all options that are adjacent to and southwest of Zipcode 00676? You may choose one or more options. Options: a. Zipcode 00610 b. Zipcode 00603 c. Zipcode 00602 d. Zipcode 00685 e. None of the above,e
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 72531 in relation to Zipcode 72566 in terms of geography. Options: a. adjacent to and northwest of b. adjacent to and southwest of c. west of d. southeast of e. none of the above,a
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 07721 in relation to Zipcode 08879 in terms of geography. Options: a. northwest of b. north of c. they intersect d. adjacent to and southeast of e. none of the above,d
checkbox,Query: Select all options that are northwest of Zipcode 12564? You may choose one or more options. Options: a. Zipcode 12570 b. Zipcode 12594 c. Zipcode 12563 d. Zipcode 06784 e. None of the above,e
yes/no,Is Zipcode 54557 adjacent to and southeast of Zipcode 54512?,no
yes/no,Is Zipcode 84520 adjacent to and southwest of Zipcode 84539?,yes
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 03575 in relation to Zipcode 03574 in terms of geography. Options: a. adjacent to and east of b. adjacent to and northeast of c. west of d. inside of e. none of the above,a
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 57702 in relation to Zipcode 57744 in terms of geography. Options: a. northwest of b. adjacent to and northwest of c. southeast of d. adjacent to and southeast of e. none of the above,b
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 26147 in relation to Zipcode 25276 in terms of geography. Options: a. adjacent to and southeast of b. east of c. adjacent to and east of d. northeast of e. none of the above,d
yes/no,Is Russell County Virginia west of Zipcode 24279?,no
yes/no,Is Zipcode 43008 adjacent to and northwest of Zipcode 43025?,no
checkbox,Query: Select all options that are northwest of Zipcode 98538? You may choose one or more options. Options: a. Zipcode 98596 b. Zipcode 98593 c. Zipcode 98532 d. Zipcode 98581 e. None of the above,e
checkbox,Query: Select all options that are northeast of Zipcode 52170? You may choose one or more options. Options: a. Zipcode 52159 b. Zipcode 52146 c. Zipcode 52151 d. Zipcode 52172 e. None of the above,e
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 49896 in relation to Zipcode 49873 in terms of geography. Options: a. they intersect b. southeast of c. south of d. adjacent to and south of e. none of the above,b
checkbox,Query: Select all options that are south of Zipcode 35757? You may choose one or more options. Options: a. Zipcode 35758 b. Zipcode 35773 c. Zipcode 35756 d. Zipcode 35806 e. None of the above,b
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 20230 in relation to Zipcode 20001 in terms of geography. Options: a. contains b. adjacent to and west of c. adjacent to and northeast of d. southwest of e. none of the above,d
checkbox,Query: Select all options that are adjacent to and east of Zipcode 80118? You may choose one or more options. Options: a. Zipcode 80863 b. Zipcode 80908 c. Zipcode 80104 d. Zipcode 80106 e. None of the above,e
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 48226 in relation to Zipcode 48201 in terms of geography. Options: a. adjacent to and northeast of b. northwest of c. east of d. adjacent to and southeast of e. none of the above,d
checkbox,Query: Select all options that are adjacent to and south of Zipcode 30506? You may choose one or more options. Options: a. Zipcode 30566 b. Zipcode 30564 c. Zipcode 30504 d. Zipcode 30549 e. None of the above,b
yes/no,Is Zipcode 02379 west of Zipcode 02356?,no
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 07606 in relation to Zipcode 07608 in terms of geography. Options: a. west of b. southwest of c. adjacent to and north of d. they intersect e. none of the above,e
checkbox,Query: Select all options that are north of Los Angeles County California? You may choose one or more options. Options: a. Zipcode 91210 b. Zipcode 92657 c. Zipcode 91607 d. Zipcode 90742 e. None of the above,d
radio,Query: Select exactly one option (a-e) that best describes the relationship of Linn County Missouri in relation to Zipcode 64631 in terms of geography. Options: a. west of b. intersects with c. northeast of d. adjacent to and northeast of e. none of the above,b
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 95757 in relation to Zipcode 95693 in terms of geography. Options: a. adjacent to and northeast of b. west of c. southwest of d. adjacent to and south of e. none of the above,b
yes/no,Is Rosebud County Montana east of Zipcode 59059?,yes
checkbox,Query: Select all options that are adjacent to and southeast of Wilbarger County Texas? You may choose one or more options. Options: a. Zipcode 73521 b. Zipcode 76367 c. Zipcode 73542 d. Hardeman County Texas e. None of the above,d
radio,Query: Select exactly one option (a-e) that best describes the relationship of The State of Missouri in relation to Zipcode 66852 in terms of geography. Options: a. east of b. adjacent to and north of c. adjacent to and east of d. adjacent to and northwest of e. none of the above,a
radio,Query: Select exactly one option (a-e) that best describes the relationship of Northampton County Pennsylvania in relation to Zipcode 18015 in terms of geography. Options: a. northeast of b. adjacent to and southwest of c. southeast of d. they intersect e. none of the above,e
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 26142 in relation to Zipcode 26180 in terms of geography. Options: a. they intersect b. adjacent to and west of c. contains d. northwest of e. none of the above,b
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 42376 in relation to Zipcode 42347 in terms of geography. Options: a. northwest of b. south of c. adjacent to and northwest of d. east of e. none of the above,c
yes/no,"The State of Montana is inside of Zipcode 59727, correct?",no
radio,Query: Select exactly one option (a-e) that best describes the relationship of Paulding County Ohio in relation to Zipcode 43535 in terms of geography. Options: a. adjacent to and southeast of b. adjacent to and southwest of c. west of d. adjacent to and west of e. none of the above,c
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 65788 in relation to Zipcode 65789 in terms of geography. Options: a. adjacent to and northwest of b. west of c. adjacent to and southeast of d. adjacent to and east of e. none of the above,e
checkbox,Query: Select all options that are adjacent to and west of McCracken County Kentucky? You may choose one or more options. Options: a. The State of Kentucky b. Zipcode 42003 c. Mississippi County Missouri d. Zipcode 42047 e. None of the above,e
checkbox,Query: Select all options that are east of Bourbon County Kentucky? You may choose one or more options. Options: a. Zipcode 40391 b. Zipcode 40361 c. Bath County Kentucky d. Zipcode 40370 e. None of the above,e
yes/no,Is Musselshell County Montana adjacent to and southeast of Zipcode 59088?,no
yes/no,Is The State of Iowa adjacent to and southeast of Zipcode 63535?,no
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 25907 in relation to Zipcode 25864 in terms of geography. Options: a. adjacent to and southwest of b. northwest of c. contains d. southwest of e. none of the above,a
radio,Query: Select exactly one option (a-e) that best describes the relationship of Los Angeles County California in relation to Zipcode 92691 in terms of geography. Options: a. contains b. adjacent to and northwest of c. east of d. adjacent to and northeast of e. none of the above,e
yes/no,Is Zipcode 86332 southeast of Zipcode 86305?,yes
yes/no,"Cavalier County North Dakota has no common ground with Zipcode 58372, correct?",no
checkbox,Query: Select all options that are inside of Bronx County New York? You may choose one or more options. Options: a. Zipcode 10459 b. Zipcode 07648 c. Zipcode 10009 d. Zipcode 10012 e. None of the above,e
yes/no,Is Zipcode 99011 west of Zipcode 99224?,yes
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 60603 in relation to Zipcode 60611 in terms of geography. Options: a. inside of b. north of c. adjacent to and northeast of d. adjacent to and southeast of e. none of the above,e
checkbox,Query: Select all options that are adjacent to and north of Jefferson County Tennessee? You may choose one or more options. Options: a. Sevier County Tennessee b. Union County Tennessee c. Zipcode 37890 d. Zipcode 37860 e. None of the above,a
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 62241 in relation to Zipcode 62261 in terms of geography. Options: a. southwest of b. contains c. adjacent to and east of d. adjacent to and southeast of e. none of the above,c
radio,Query: Select exactly one option (a-e) that best describes the relationship of Oxford County Maine in relation to Zipcode 04982 in terms of geography. Options: a. contains b. east of c. adjacent to and west of d. southwest of e. none of the above,d
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 19104 in relation to Zipcode 19130 in terms of geography. Options: a. northwest of b. east of c. adjacent to and west of d. south of e. none of the above,c
checkbox,Query: Select all options that are adjacent to and northwest of The State of Minnesota? You may choose one or more options. Options: a. Zipcode 54009 b. Zipcode 55764 c. Zipcode 55420 d. Zipcode 56387 e. None of the above,a
